Car_Name,Brand,Model,Status,Year,Fuel_Type,Transmission,Horse_power,Cylinder,Mileage,Color,Price
3 places,Citroen,Jumpy,occasion,2011.0,Diesel,Manuelle,5.0,1.6,1000.0,blanc,18.5
حي ابن سينا,Citroen,Jumpy,occasion,2011.0,Diesel,Manuelle,7.0,2.0,0.0,blanc,21.0
Boxer 3,Citroen,Jumpy,occasion,2013.0,Diesel,Manuelle,7.0,2.2,240000.0,blanc,29.0
A vendre jumpy3 business,Citroen,Jumpy,occasion,2019.0,Diesel,Manuelle,6.0,1.6,116000.0,blanc,59.0
Voiture,Citroen,Jumpy,occasion,2019.0,Diesel,Manuelle,7.0,1.6,125000.0,blanc,58.0
Citroën jumpy,Citroen,Jumpy,occasion,2021.0,Diesel,Manuelle,6.0,2.0,47000.0,noir,95.0
Citroen Nemo,Citroen,Nemo Combi,occasion,2012.0,Diesel,Manuelle,5.0,1.3,161000.0,bleu,19.5
Nemo,Citroen,Nemo Combi,occasion,2013.0,Diesel,Manuelle,6.0,1.4,220000.0,blanc,24.5
Nemo 1 4 hdi,Citroen,Nemo Combi,occasion,2014.0,Diesel,Manuelle,6.0,1.4,328000.0,blanc,16.5
Nemo à vendre,Citroen,Nemo Combi,occasion,2015.0,Diesel,Manuelle,6.0,1.2,205.0,blanc,24.0
98000,Citroen,Nemo Combi,occasion,2015.0,Diesel,Manuelle,6.0,1.4,98000.0,blanc,25.5
citroen nemo,Citroen,Nemo Combi,occasion,2016.0,Diesel,Manuelle,6.0,1.4,180000.0,noir,23.5
Karhba lilbi3,Citroen,Nemo Combi,occasion,2017.0,Diesel,Manuelle,5.0,1.3,204000.0,blanc,26.0
Voiture nemo,Citroen,Nemo Combi,occasion,2017.0,Diesel,Manuelle,5.0,1.2,350000.0,blanc,24.0
Vendre,Citroen,Saxo,occasion,1998.0,Essence,Manuelle,4.0,1.0,400.0,blanc,10.8
citroén saxo a vendre,Citroen,Saxo,occasion,1998.0,Essence,Manuelle,4.0,2.4,200000.0,rouge,11.9
Saxo motor junior 4cv,Citroen,Saxo,occasion,1999.0,Essence,Manuelle,4.0,1.1,345000.0,noir,10.5
Citroen saxo semi injection 4  4 cylindre prix 14 mille prix fixe,Citroen,Saxo,occasion,2000.0,Essence,Manuelle,4.0,1.1,390000.0,gris,14.0
Saxo état neuf,Citroen,Saxo,occasion,2000.0,Essence,Manuelle,5.0,1.1,380.0,blanc,11.4
تبارك الله,Citroen,Saxo,occasion,2001.0,Essence,Manuelle,4.0,1.1,2500.0,gris,12.5
Citroen saxo,Citroen,Saxo,occasion,2001.0,Essence,Manuelle,5.0,1.1,300000.0,blanc,12.0
Citroën saxo a vendre,Citroen,Saxo,occasion,2001.0,Essence,Manuelle,4.0,3.0,1.0,gris,11.0
Voiture zayna,Citroen,Zx,occasion,1994.0,Essence,Manuelle,5.0,1.2,204153.0,bleu,8.0
Chevrolet cruze,Corvette,Cruze,occasion,2017.0,Essence,Manuelle,7.0,1.6,300000.0,gris,29.0
Cupra formentor 15 hybrid rechargeable,Cupra,Formentor,occasion,2021.0,Hybride,Automatique,8.0,1.5,50000.0,blanc,129.0
Glory 500,DFSK,Glory 500,neuf,2024.0,Essence,Manuelle,7.0,1.5,0.0,blanc,67.9
Réduction KH01,DFSK,K01H,neuf,2024.0,Essence,Manuelle,6.0,1.1,0.0,gris,34.4
Dacia docker tte neuve,Dacia,Docker,neuf,2022.0,Diesel,Manuelle,5.0,1.5,78000.0,noir,38.5
Dacia dokker,Dacia,Dokker,neuf,2019.0,Diesel,Manuelle,6.0,1.5,86000.0,noir,35.0
toute neuf année 2021 peinture origine,Dacia,Dokker,neuf,2021.0,Diesel,Manuelle,6.0,1.5,161000.0,blanc,37.0
Dacia dokker a vendre,Dacia,Dokker,occasion,2014.0,Diesel,Manuelle,6.0,1.5,3.0,gris,24.5
Dacia dokker van lux,Dacia,Dokker,occasion,2015.0,Diesel,Manuelle,6.0,1.5,295000.0,beige,24.0
Dacia dokker,Dacia,Dokker,occasion,2015.0,Diesel,Manuelle,5.0,1.5,198000.0,gris,25.0
A vendre dacia dokker van lux,Dacia,Dokker,occasion,2016.0,Diesel,Manuelle,6.0,1.5,235441.0,noir,25.0
Dacia impéccable,Dacia,Dokker,occasion,2017.0,Diesel,Manuelle,6.0,2.0,164000.0,noir,27.9
Dacia Dokker,Dacia,Dokker,occasion,2017.0,Diesel,Manuelle,5.0,1.5,273000.0,gris,27.5
Vente Dacia dokker,Dacia,Dokker,occasion,2017.0,Diesel,Manuelle,6.0,1.6,195000.0,gris,23.0
Voiture Daccia Dokker série 200 accidenté en épave sans carte grise pour contacter appeler 52 623 400,Dacia,Dokker,occasion,2017.0,Diesel,Manuelle,6.0,3.0,4000.0,noir,5.5
Dacia Dokker série 200 accidenté en épave sans carte grise moteur yi5dem mrigle pour contacter appeler 52 623 400,Dacia,Dokker,occasion,2017.0,Diesel,Manuelle,6.0,3.0,4000.0,noir,6.5
Dacia Dokker série 200 accidenté en épave sans carte grise moteur yi5dem mrigle pour contacter appeler 52 623 400,Dacia,Dokker,occasion,2017.0,Diesel,Manuelle,6.0,3.0,5214.0,noir,6.5
Dacia Dokker série 200 accidenté en épave sans carte grise moteur yi5dem mrigle pour contacter appeler 52 623 400,Dacia,Dokker,occasion,2017.0,Diesel,Manuelle,6.0,3.0,2451.0,noir,6.5
2017 A,Dacia,Dokker,occasion,2017.0,Diesel,Manuelle,6.0,1.5,152000.0,blanc,30.0
Dacia Dokker série 200 accidenté en épave sans carte grise moteur yi5dem mrigle pour contacter appeler 52 623 400,Dacia,Dokker,occasion,2017.0,Diesel,Manuelle,6.0,3.0,541.0,noir,7.0
Dacia Dokker série 200 accidenté en épave sans carte grise moteur yi5dem mrigle pour contacter appeler 52 623 400,Dacia,Dokker,occasion,2017.0,Diesel,Manuelle,5.0,>4.0,56554.0,noir,10.0
Dacia Dokker série 200 accidenté en épave sans carte grise moteur yi5dem mrigle pour contacter appeler 52 623 400,Dacia,Dokker,occasion,2017.0,Diesel,Manuelle,6.0,3.0,5241.0,noir,6.5
a vendre dacia 98 458 853 58 458 853,Dacia,Dokker,occasion,2018.0,Diesel,Manuelle,6.0,1.6,59000.0,blanc,35.0
Dacia Dokker,Dacia,Dokker,occasion,2018.0,Diesel,Manuelle,7.0,1.5,100000.0,Autres,31.0
Dacia a vendre,Dacia,Dokker,occasion,2019.0,Diesel,Manuelle,6.0,1.5,210000.0,Autres,30.0
dacia dokker van,Dacia,Dokker,occasion,2019.0,Diesel,Manuelle,6.0,1.5,140.0,gris,31.0
,Dacia,Dokker,occasion,2019.0,Diesel,Manuelle,6.0,1.4,154999.0,gris,30.001
Dacia Dokker état neuf,Dacia,Dokker,occasion,2019.0,Diesel,Manuelle,6.0,1.5,160000.0,noir,32.5
Dacia Dokker,Dacia,Dokker,occasion,2019.0,Diesel,Manuelle,6.0,1.5,150.0,blanc,29.0
dassia dokker,Dacia,Dokker,occasion,2019.0,Diesel,Manuelle,6.0,1.3,110.0,blanc,31.5
Dacia dokker,Dacia,Dokker,occasion,2020.0,Diesel,Manuelle,6.0,1.5,90000.0,gris,30.5
Dacia dokker 5 places 2020,Dacia,Dokker,occasion,2020.0,Diesel,Manuelle,6.0,1.5,104131.0,blanc,66.0
,Dacia,Dokker,occasion,2020.0,Diesel,Manuelle,6.0,3.0,174999.0,blanc,33.0
Dacia  comme neuve,Dacia,Dokker,occasion,2021.0,Diesel,Manuelle,5.0,1.5,39000.0,blanc,40.0
2,Dacia,Duster,neuf,2015.0,Essence,Manuelle,7.0,1.6,157000.0,noir,38.5
2,Dacia,Duster,neuf,2015.0,Essence,Manuelle,7.0,1.6,157000.0,noir,38.5
2015,Dacia,Duster,neuf,2015.0,Essence,Manuelle,7.0,1.6,157000.0,noir,38.5
Dacia Duster 4x4,Dacia,Duster,occasion,2011.0,Diesel,Manuelle,6.0,1.5,360.0,blanc,37.0
Dacia duster,Dacia,Duster,occasion,2012.0,Diesel,Automatique,5.0,1.6,400.0,noir,45.0
Voiture à vendre,Dacia,Duster,occasion,2013.0,Essence,Manuelle,7.0,1.6,145000.0,marron,40.0
Dacia Duster 25162777,Dacia,Duster,occasion,2015.0,Diesel,Manuelle,5.0,1.5,230.0,blanc,43.0
Dacia duster,Dacia,Duster,occasion,2018.0,Essence,Manuelle,7.0,1.6,185000.0,noir,52.5
,Dacia,Duster,occasion,2018.0,Diesel,Manuelle,5.0,1.5,181.0,gris,49.0
Dacia,Dacia,Logan,neuf,2017.0,Essence,Manuelle,5.0,>4.0,95000.0,bleu,36.5
Dacia,Dacia,Logan,occasion,2008.0,Diesel,Manuelle,4.0,1.5,100000.0,blanc,7.8
Dacia Logan,Dacia,Logan,occasion,2010.0,Essence,Manuelle,4.0,1.4,290.0,Autres,16.0
Dacia diesel,Dacia,Logan,occasion,2010.0,Diesel,Manuelle,4.0,1.9,55555.0,blanc,10.5
Dacia Logan,Dacia,Logan,occasion,2010.0,Diesel,Manuelle,4.0,1.9,1.0,gris,9.0
Dacia logan commercial 2 place,Dacia,Logan,occasion,2011.0,Diesel,Manuelle,6.0,1.5,270.0,gris,16.8
Taxi dacia,Dacia,Logan,occasion,2011.0,Diesel,Manuelle,4.0,1.2,840.0,jaune,10.0
Dacia diesel 7 place,Dacia,Logan,occasion,2012.0,Diesel,Manuelle,4.0,1.6,420.0,blanc,24.0
Dacia Logan commercial,Dacia,Logan,occasion,2012.0,Diesel,Manuelle,6.0,1.6,366.0,Autres,16.7
Dacia,Dacia,Logan,occasion,2015.0,Essence,Manuelle,5.0,1.2,180.0,noir,35.0
Dacia Logan  Élégance et Praticité à un Prix Irrésistible,Dacia,Logan,occasion,2016.0,Essence,Manuelle,4.0,1.2,165000.0,gris,32.5
Dacia Logan mcv,Dacia,Logan,occasion,2017.0,Essence,Manuelle,5.0,1.2,120000.0,bleu,32.0
Mcv serie215,Dacia,Logan,occasion,2021.0,Essence,Manuelle,5.0,1.2,122000.0,noir,37.9
Dacia Logan  2021,Dacia,Logan,occasion,2021.0,Essence,Manuelle,5.0,1.0,107.0,gris,42.0
,Dacia,Sandero,neuf,2020.0,Essence,Manuelle,4.0,1.0,14000.0,blanc,44.0
Dacia Sandero stepway,Dacia,Sandero,neuf,2020.0,Essence,Manuelle,5.0,1.0,70000.0,bleu,111.0
Voiture,Dacia,Sandero,neuf,2021.0,Essence,Manuelle,5.0,1.4,103.0,noir,10.0
Dacia Sandero stepway,Dacia,Sandero,neuf,2021.0,Essence,Manuelle,5.0,1.1,40000.0,rouge,111.0
Dacia stepway,Dacia,Sandero,occasion,2018.0,Essence,Manuelle,5.0,1.2,75000.0,gris,46.0
dacia sandero,Dacia,Sandero,occasion,2021.0,Essence,Manuelle,4.0,1.2,74000.0,blanc,35.0
Dacia,Dacia,Sandero,occasion,2021.0,Essence,Manuelle,5.0,3.0,85000.0,noir,39.0
Dacia,Dacia,Sandero,occasion,2021.0,Essence,Manuelle,5.0,3.0,81000.0,noir,39.0
Dongfeng s50,Dongfeng,S50,neuf,2019.0,Essence,Manuelle,6.0,1.5,140.0,noir,38.0
Voiture,Dongfeng,S50,occasion,2020.0,Essence,Manuelle,6.0,1.5,134000.0,noir,38.0
S50 16 L   suréquipé,Donkervoort,S50,occasion,2021.0,Essence,Automatique,7.0,>4.0,64000.0,noir,51.0
S50 luxury,Donkervoort,S50,occasion,2021.0,Essence,Automatique,7.0,>4.0,64000.0,noir,51.0
s50 luxury,Donkervoort,S50,occasion,2021.0,Essence,Automatique,7.0,>4.0,61499.0,noir,55.0
Haval h2 très bon etat,Haval,H2,occasion,2017.0,Essence,Manuelle,9.0,1.5,173000.0,marron,48.5
DmaX,Isuzu,Dmax,occasion,2011.0,Diesel,Manuelle,10.0,3.0,220.0,noir,83.0
DS3,Ds,Ds3,neuf,2021.0,Essence,Manuelle,5.0,1.2,36000.0,bleu,65.0
DS3 a vendre,Ds,Ds3,occasion,2013.0,Essence,Manuelle,5.0,1.4,174.0,gris,29.0
DS3 boite auto 16 litres de Kuwait,Ds,Ds3,occasion,2014.0,Essence,Automatique,7.0,1.6,108000.0,bleu,35.0
Recherche dune voiture,Ds,Ds3,occasion,2014.0,Essence,Manuelle,5.0,1.4,150000.0,noir,123.456
DS3,Ds,Ds3,occasion,2019.0,Essence,Automatique,6.0,1.2,120000.0,gris,46.0
Ds 4 crossback,Ds,Ds4,occasion,2018.0,Essence,Manuelle,7.0,1.6,126.0,blanc,47.0
Fiat 500 Dolce Vita,Fiat,500,neuf,2021.0,Essence,Manuelle,5.0,1.0,60000.0,noir,55.0
Fiat 500 neuf,Fiat,500,neuf,2021.0,Hybride,Manuelle,4.0,1.0,80460.0,gris,57.0
Fiat 500 importee de litaly,Fiat,500,occasion,2010.0,Diesel,Manuelle,4.0,1.3,137.0,blanc,28.0
500 12 L,Fiat,500,occasion,2010.0,Diesel,Manuelle,4.0,1.2,200000.0,blanc,28.0
Fiat 500,Fiat,500,occasion,2010.0,Essence,Automatique,4.0,1.4,192.0,noir,26.5
A vendre fait 500,Fiat,500,occasion,2013.0,Essence,Manuelle,4.0,1.2,140.0,noir,28.5
Fiat 500,Fiat,500,occasion,2013.0,Essence,Manuelle,4.0,3.0,230000.0,noir,5.0
Fiat 500,Fiat,500,occasion,2013.0,Essence,Manuelle,4.0,1.2,112000.0,blanc,32.5
Fiat 500 essence,Fiat,500,occasion,2014.0,Essence,Manuelle,4.0,1.2,157.0,bleu,31.0
Fiat 500,Fiat,500,occasion,2014.0,Essence,Manuelle,4.0,1.2,234500.0,gris,34.5
Fiat 500,Fiat,500,occasion,2014.0,Essence,Automatique,4.0,1.2,177000.0,blanc,32.0
fiat 500x,Fiat,500,occasion,2016.0,Essence,Manuelle,8.0,1.4,257000.0,gris,42.0
Fiat 500,Fiat,500,occasion,2017.0,Essence,Automatique,4.0,1.2,135.0,blanc,39.5
Fiat 500 à vendre,Fiat,500,occasion,2019.0,Essence,Automatique,4.0,1.2,74000.0,blanc,45.0
Fait 500,Fiat,500,occasion,2019.0,Essence,Manuelle,4.0,1.2,30000.0,bleu,52.0
500,Fiat,500,occasion,2019.0,Essence,Automatique,4.0,1.4,103999.0,noir,39.0
Fiat 500c,Fiat,500,occasion,2019.0,Essence,Manuelle,5.0,1.0,70000.0,gris,56.0
Fiat 500,Fiat,500,occasion,2019.0,Essence,Automatique,4.0,1.2,65.0,rouge,11.0
Fiat 500,Fiat,500,occasion,2021.0,Essence,Manuelle,4.0,1.2,30000.0,blanc,50.0
Fiat Uno,Fiat,600,occasion,1999.0,Essence,Manuelle,5.0,1.2,237.0,rouge,8.5
Fiat 5 Places,Fiat,5,neuf,2001.0,Diesel,Manuelle,6.0,1.9,333333.0,rouge,16.8
Fiat pop,Fiat,Punto Pop,neuf,2013.0,Essence,Manuelle,4.0,1.2,113.0,noir,22.5
Sidi hssin,Fiat,Autres,occasion,1998.0,Diesel,Manuelle,7.0,2.9,632.0,gris,5.5
Fiat Ducato 2003,Fiat,Ducato,occasion,2003.0,Diesel,Automatique,9.0,2.0,210000.0,gris,28.0
A vendre,Fiat,Autres,occasion,2005.0,Essence,Manuelle,5.0,1.6,0.0,noir,13.0
Fiat siena 2,Fiat,Siena,occasion,2007.0,Essence,Manuelle,5.0,1.6,280000.0,gris,18.0
Fiat Siena en très à vendre,Fiat,Siena,occasion,2007.0,Essence,Manuelle,5.0,>4.0,294000.0,noir,17.8
Fiat Palio 2 fire,Fiat,Palio,occasion,2008.0,Essence,Manuelle,4.0,1.0,195000.0,gris,16.5
,Fiat,Autres,occasion,2009.0,Essence,Manuelle,6.0,1.4,228000.0,noir,17.5
voiture en bonne etat,Fiat,Autres,occasion,2014.0,Essence,Manuelle,4.0,3.5,150000.0,blanc,25.0
Fiat Qubo,Fiat,Qubo,occasion,2016.0,Essence,Manuelle,5.0,1.2,240.0,rouge,30.5
Fiat tipo modèle 2017 climatisé alarme 4 vitre électrique en bonne état,Fiat,Tipo,occasion,2017.0,Essence,Manuelle,6.0,1.6,176000.0,marron,33.0
Fiat fiorino,Fiat,Fiorino,occasion,2017.0,Diesel,Manuelle,5.0,1.4,11111.0,gris,111.111
Fiat fiorino,Fiat,Fiorino,occasion,2017.0,Diesel,Manuelle,5.0,1.4,300.0,gris,19.8
Fait fiorino 1ére main,Fiat,Fiorino,occasion,2017.0,Diesel,Manuelle,5.0,1.4,300.0,gris,19.8
Une très bonne occasion,Fiat,Autres,occasion,2018.0,Essence,Manuelle,6.0,1.3,91000.0,gris,41.0
Fiat Tipo 1ére main,Fiat,Tipo,occasion,2018.0,Essence,Manuelle,6.0,1.4,152000.0,gris,36.5
Fiat tipo,Fiat,Tipo,occasion,2021.0,Essence,Manuelle,5.0,1.0,70000.0,gris,43.9
2021,Fiat,Autres,occasion,2022.0,Essence,Manuelle,6.0,1.4,70000.0,noir,49.5
Fiat croma turbo diesel,Fiat,Croma,occasion,1990.0,Diesel,Manuelle,6.0,1.9,600.0,gris,5.5
Fiat Doblo sale 13000,Fiat,Doblo,occasion,2001.0,Diesel,Manuelle,5.0,1.6,280000.0,gris,13.0
Fiat doblo essence,Fiat,Doblo,occasion,2001.0,Essence,Manuelle,5.0,1.4,270.0,blanc,12.0
2022,Fiat,Doblo,occasion,2002.0,Essence,Manuelle,5.0,1.6,270000.0,blanc,12.8
Fiât boulot nthifa barcha à létat dorigine,Fiat,Doblo,occasion,2002.0,Diesel,Manuelle,6.0,1.9,301000.0,blanc,12.0
Doblo a vendre 94298966,Fiat,Doblo,occasion,2011.0,Diesel,Manuelle,5.0,1.3,260000.0,blanc,22.5
fiat doblo,Fiat,Doblo,occasion,2012.0,Diesel,Manuelle,5.0,1.2,250.0,bleu,17.0
Fiat doblo,Fiat,Doblo,occasion,2013.0,Diesel,Manuelle,5.0,1.3,231000.0,blanc,16.5
Bonne occasion fait doblo machya 186alf,Fiat,Doblo,occasion,2014.0,Diesel,Manuelle,5.0,1.3,186000.0,blanc,17.5
À vendre fiat doblo,Fiat,Doblo,occasion,2014.0,Diesel,Manuelle,5.0,1.3,288000.0,blanc,16.5
Fiat Doblo en,Fiat,Doblo,occasion,2015.0,Diesel,Manuelle,5.0,>4.0,122000.0,gris,19.0
Av   2016,Fiat,Doblo,occasion,2016.0,Diesel,Manuelle,5.0,1.3,344999.0,blanc,18.8
Fiat doblo a vendre,Fiat,Doblo,occasion,2016.0,Diesel,Manuelle,6.0,1.3,225000.0,blanc,18.3
Fiat Doblo,Fiat,Doblo,occasion,2016.0,Diesel,Manuelle,4.0,1.3,230000.0,blanc,16.8
doblo 2016,Fiat,Doblo,occasion,2016.0,Diesel,Manuelle,5.0,1.3,340000.0,blanc,18.8
Fiat doblo diesel,Fiat,Doblo,occasion,2016.0,Diesel,Manuelle,5.0,1.6,300000.0,blanc,24.0
Fiat dublo maxi,Fiat,Doblo,occasion,2017.0,Diesel,Manuelle,5.0,1.4,260000.0,gris,23.0
Fiat doblo en bonne état 97508326,Fiat,Doblo,occasion,2017.0,Diesel,Manuelle,5.0,1.3,230000.0,blanc,21.5
Doblo bonne état,Fiat,Doblo,occasion,2017.0,Diesel,Manuelle,5.0,1.3,191000.0,blanc,27.0
Fiat Doblo Multijet,Fiat,Doblo,occasion,2018.0,Diesel,Manuelle,6.0,1.5,101000.0,blanc,29.5
,Fiat,Doblo,occasion,2018.0,Diesel,Manuelle,5.0,1.3,100003.0,blanc,111.0
Fiat doublo maxi,Fiat,Doblo,occasion,2019.0,Diesel,Manuelle,5.0,1.4,82000.0,blanc,58.0
fiat doblo à vendre,Fiat,Doblo,occasion,2020.0,Diesel,Manuelle,5.0,1.3,99000.0,blanc,36.0
Fiat Doblo Combi en occasion,Fiat,Doblo,occasion,2021.0,Essence,Manuelle,6.0,1.4,166094.0,blanc,42.0
Fiat Ducato 9places,Fiat,Ducato,occasion,2002.0,Diesel,Manuelle,7.0,2.8,1.0,blanc,13.8
Fiat ducato,Fiat,Ducato,occasion,2003.0,Diesel,Manuelle,9.0,3.0,200.0,gris,28.0
Fiat,Fiat,Ducato,occasion,2012.0,Diesel,Manuelle,12.0,2.2,1.0,blanc,20.0
fiat Ducato,Fiat,Ducato,occasion,2017.0,Diesel,Manuelle,7.0,2.2,129000.0,blanc,56.0
Fiat Ducato multijet 150 L 23 L2H2,Fiat,Ducato,occasion,2020.0,Diesel,Manuelle,8.0,2.3,107000.0,blanc,79.0
Fiat ferrino,Fiat,Fiorino,neuf,2017.0,Diesel,Manuelle,5.0,1.3,155.0,blanc,28.0
Fiat fiorino,Fiat,Fiorino,neuf,2018.0,Diesel,Manuelle,4.0,1.3,180.0,blanc,23.0
A vendre fait fourino,Fiat,Fiorino,neuf,2023.0,Diesel,Manuelle,5.0,1.3,8500.0,blanc,42.0
,Fiat,Fiorino,occasion,2009.0,Diesel,Manuelle,6.0,1.3,250000.0,rouge,25.0
,Fiat,Fiorino,occasion,2016.0,Diesel,Manuelle,5.0,1.2,185600.0,blanc,26.5
Fiat qubo en bonne état,Fiat,Fiorino,occasion,2017.0,Essence,Manuelle,5.0,1.4,170000.0,bleu,33.0
À vendre fiorino,Fiat,Fiorino,occasion,2017.0,Diesel,Manuelle,5.0,1.2,60000.0,rouge,33.8
fiat fiorino a vendre,Fiat,Fiorino,occasion,2017.0,Diesel,Manuelle,5.0,1.3,220000.0,gris,24.8
Une belle Fiat fiorino à vendre,Fiat,Fiorino,occasion,2018.0,Diesel,Manuelle,5.0,1.3,107000.0,blanc,26.5
Fiat fiorino,Fiat,Fiorino,occasion,2018.0,Diesel,Manuelle,5.0,1.6,270000.0,blanc,21.0
Forsa matitfwtch,Fiat,Fiorino,occasion,2018.0,Diesel,Manuelle,5.0,1.3,188000.0,blanc,26.9
Fiât qubo,Fiat,Fiorino,occasion,2019.0,GPL,Manuelle,5.0,1.4,150.0,bleu,32.0
Fiorino,Fiat,Fiorino,occasion,2019.0,Diesel,Manuelle,5.0,1.3,225000.0,gris,24.9
Voiture très propre a vendre,Fiat,Fiorino,occasion,2019.0,Diesel,Manuelle,5.0,1.3,109.0,blanc,32.0
Fiat fiorino 2019,Fiat,Fiorino,occasion,2019.0,Diesel,Manuelle,5.0,1.3,151000.0,blanc,31.0
fiat fiorino,Fiat,Fiorino,occasion,2020.0,Diesel,Manuelle,5.0,1.5,97000.0,blanc,32.0
Fiat Fiorino 2020,Fiat,Fiorino,occasion,2020.0,Diesel,Manuelle,5.0,1.3,102000.0,blanc,33.0
Vente Fiorino,Fiat,Fiorino,occasion,2020.0,Diesel,Manuelle,5.0,1.3,190.0,blanc,12.345
A,Fiat,Fiorino,occasion,2020.0,Diesel,Manuelle,5.0,1.3,178000.0,blanc,31.0
A vendre une fiat fiorino,Fiat,Fiorino,occasion,2020.0,Diesel,Manuelle,5.0,1.4,160000.0,blanc,39.0
2021 Fiat Fiorino Cabine neuf,Fiat,Fiorino,occasion,2021.0,Diesel,Manuelle,5.0,1.3,100000.0,blanc,32.5
Vente Fiat Fiorino,Fiat,Fiorino,occasion,2021.0,Diesel,Manuelle,5.0,1.3,115550.0,blanc,38.5
fiat fiorino,Fiat,Fiorino,occasion,2022.0,Diesel,Manuelle,5.0,1.3,110.0,blanc,38.0
Fiat fiorino,Fiat,Fiorino,occasion,2022.0,Diesel,Manuelle,5.0,1.3,23475.0,blanc,43.1
Fiat fiorino neuve,Fiat,Fiorino,occasion,2022.0,Diesel,Manuelle,5.0,1.3,45000.0,blanc,37.0
Fiat grandi,Fiat,Grande Punto,neuf,2013.0,Essence,Manuelle,4.0,1.2,109542.0,gris,23.5
A vendre,Fiat,Grande Punto,neuf,2014.0,Essence,Manuelle,4.0,>4.0,175000.0,gris,24.2
A vendre,Fiat,Grande Punto,neuf,2016.0,Essence,Manuelle,4.0,>4.0,400.0,blanc,18.0
A vendre une trés belle Grande Fiat Punto,Fiat,Grande Punto,occasion,2008.0,Essence,Manuelle,5.0,1.2,340000.0,noir,18.7
Fiat grande punto,Fiat,Grande Punto,occasion,2008.0,Essence,Manuelle,5.0,1.2,340000.0,gris,25.0
Fiat Grandi Punto 99611885,Fiat,Grande Punto,occasion,2009.0,Essence,Manuelle,5.0,1.2,187000.0,gris,24.0
Grande Punto Evo état très propre,Fiat,Grande Punto,occasion,2010.0,Essence,Manuelle,5.0,1.2,158000.0,rouge,24.0
Une propre Grande Punto,Fiat,Grande Punto,occasion,2010.0,Essence,Manuelle,5.0,1.2,210975.0,Autres,19.9
Voiture grandi punto a vendre,Fiat,Grande Punto,occasion,2010.0,Essence,Manuelle,5.0,>4.0,300.0,Autres,18.5
A vendre vehicule grande punto,Fiat,Grande Punto,occasion,2010.0,Essence,Manuelle,5.0,1.2,240000.0,bleu,21.0
A vendre fiat grande punto,Fiat,Grande Punto,occasion,2010.0,Essence,Manuelle,5.0,1.2,197000.0,gris,20.5
Fiat grande punto,Fiat,Grande Punto,occasion,2012.0,Essence,Manuelle,5.0,1.2,177000.0,gris,23.5
Fiat grande punto,Fiat,Grande Punto,occasion,2012.0,Essence,Manuelle,4.0,1.2,280000.0,gris,18.5
Fiat grande punto,Fiat,Grande Punto,occasion,2012.0,Essence,Manuelle,5.0,1.4,177000.0,gris,23.0
Grande punto,Fiat,Grande Punto,occasion,2012.0,Essence,Manuelle,5.0,1.2,177122.0,gris,23.0
Fiat grande punto,Fiat,Grande Punto,occasion,2012.0,Essence,Manuelle,5.0,1.2,177000.0,gris,23.0
à vendre grande punto,Fiat,Grande Punto,occasion,2013.0,Essence,Manuelle,4.0,1.2,160000.0,noir,23.3
Fiât grandi punto pop,Fiat,Grande Punto,occasion,2013.0,Essence,Manuelle,4.0,1.2,113.0,noir,123.0
Grandi punto evo 2013,Fiat,Grande Punto,occasion,2013.0,Essence,Manuelle,5.0,1.2,300000.0,noir,21.0
Grande Punto Evo,Fiat,Grande Punto,occasion,2013.0,Essence,Manuelle,4.0,1.2,176000.0,noir,16.5
À vendre,Fiat,Grande Punto,occasion,2014.0,Essence,Manuelle,4.0,1.1,205.0,gris,22.0
,Fiat,Grande Punto,occasion,2014.0,Essence,Manuelle,4.0,1.2,205.0,gris,22.0
voiture tres propre,Fiat,Grande Punto,occasion,2014.0,Essence,Manuelle,5.0,1.2,170000.0,gris,22.0
grande punto top,Fiat,Grande Punto,occasion,2014.0,Essence,Manuelle,4.0,1.2,230.0,noir,23.5
Vente voiture,Fiat,Grande Punto,occasion,2015.0,Essence,Manuelle,4.0,1.2,275000.0,gris,27.0
Grande Punto très propre,Fiat,Grande Punto,occasion,2016.0,Essence,Manuelle,4.0,1.2,141000.0,Autres,29.2
Grande punto très propre,Fiat,Grande Punto,occasion,2017.0,Essence,Manuelle,4.0,1.2,150000.0,blanc,25.0
Fiat marea,Fiat,Marea,occasion,2001.0,Essence,Manuelle,6.0,1.2,450000.0,gris,13.0
État neuf,Fiat,Multipla,occasion,2020.0,Essence,Manuelle,6.0,1.4,47000.0,blanc,48.9
,Fiat,Palio,neuf,2000.0,Essence,Manuelle,4.0,1.2,170000.0,gris,17.8
Fiat palio Moteur fire,Fiat,Palio,neuf,2001.0,Essence,Manuelle,4.0,3.0,10000.0,noir,13.5
Fiat palio 1 moteur punto 3,Fiat,Palio,occasion,1999.0,Essence,Manuelle,4.0,1.2,200000.0,gris,12.5
Fiat palio,Fiat,Palio,occasion,2000.0,Essence,Manuelle,4.0,1.0,300.0,gris,11.0
Palio 1,Fiat,Palio,occasion,2001.0,Essence,Manuelle,4.0,1.2,301000.0,gris,123.0
Fiat Palio 1,Fiat,Palio,occasion,2001.0,Essence,Manuelle,5.0,>4.0,190000.0,noir,9.5
Palio,Fiat,Palio,occasion,2002.0,Essence,Manuelle,4.0,1.4,220000.0,noir,12.5
